id,target
00004509-7c0b-41d8-bef4-30d85c1de29d,0
000c248a-b598-42b5-a9fb-73709ee10c26,0
00113a82-dfac-4293-b1ad-f0b4e39d9717,0
001dd7c7-3cb3-43e0-97b7-e2e4766cb052,0
002cc686-0f40-42e7-82e1-05723961dc40,0
002f83c9-6987-476b-8b25-00fa8abc0496,0
00437ba4-a557-4703-a9fc-923f69e423ea,0
004fa888-7e09-479d-b9fa-f1ed7167f3de,0
005444b2-0d5c-4dd1-bee9-6abc745e300f,0
005bccfd-5a20-42bd-9ac9-aeb124db4d10,0
005ccc45-fc71-473d-a75a-2d4d35b18ad6,0
006137a9-cdb8-42cb-a23e-f5c48a90a9b4,0
006521e9-5d98-47c6-959d-a464d7963402,0
0066eae5-5381-4019-b7c9-023ca92e75da,0
0069307b-fd5f-4bfb-ab54-8ac4b416427b,0
006a6d5d-2a80-4791-b473-b67a783bb5d7,0
006ea84c-65ec-4fb7-9b58-47636b180bce,0
0079b065-61c8-477a-8d7b-8e9e34f0285d,0
007fc02f-6b1b-470f-bf49-c0f1e3ca9b94,0
00878b27-f7e5-4699-aea5-3fb8c83ee447,0
0088fade-357d-451e-93bf-d5cd26c43754,0
008c3d13-5971-4d02-8760-b683a03dfb1c,0
008c82b3-d7fb-4809-a055-99852cc09e5e,0
008d5b5e-4bef-4b84-9b8e-89d30e0b6a9d,0
0094e4a0-b561-4b92-be1b-82f489cda6f6,0
00a2cb54-e2d5-4d4c-b2cc-20226c64d084,0
00a3aed0-7848-41cb-be8a-6afbc5766e89,0
00a461de-8077-4a71-bdf8-b6b0136c344f,0
00b110bf-79ae-4f3c-9172-4baedd07b829,0
00ba6c10-e2a5-48fb-bb1d-108b8915f6fc,0
00d27fd0-0ac6-4ba2-896d-1285bd46ef75,0
00e2eb1d-4668-45b8-ae66-00bdb2b38811,0
00e37ec5-d584-47a1-9557-92c8335206a7,0
00e622cb-89f1-452c-9e55-42a546c894c1,0
00ec4675-3669-4552-821b-7044ee411fb9,0
00f79dda-96c8-466f-86bc-f3f3557685d2,0
00f83941-9d2d-424d-8c6b-a1417df490f3,0
0112a039-2bf0-4781-904e-3166e6b2c47f,0
01201a58-8e1a-47b7-b253-10984d9c0cf0,0
01224840-d0bd-4ea8-8c7d-72904f5a1cef,0
012628d5-a5b4-480e-921f-248fe146150f,0
013904b4-b716-483f-b544-4f0c1f41d9e2,0
013ae5e4-6956-4138-a191-7863b89b37bd,0
013f361c-e0d8-4cca-b9a4-905f86366883,0
014094ca-18d1-42c1-aaf1-888dd1028a15,0
0143683d-8c97-4c9c-b0d6-b307280b9d97,0
014c29c6-64a6-4d18-bb23-c1b041436250,0
0156129b-15ee-4b94-ba5b-54199aa096db,0
015ea4db-6bc7-48d4-8a29-02c3dcc54e97,0
01661ebf-21e5-45fd-b11a-1a4ec5ff5667,0
016a5a9c-895b-42f4-b9e1-33ca8dcc1d79,0
017267c4-322a-4868-ac2b-95e094010890,0
017a31ca-bc2b-4740-945f-91c7afcdb1db,0
01826581-4c2c-4154-9f9e-167928607894,0
0187b6c8-1bfc-453f-b31e-b0020465bc72,0
018fe07f-976d-4453-95cc-da52426ceae5,0
019054bb-c957-4406-af25-71954c54b0bc,0
0192a375-0440-43f5-926b-f8beb117a281,0
01981736-974e-4f08-ac48-015815d2d68d,0
019a89bd-e466-40d4-9d16-f644f525a8a2,0
01a06e9e-040e-4aef-89ce-990b03eb6519,0
01a2b304-08e1-4e6d-82bd-7b9eeec73515,0
01a51af6-e826-476a-9926-74d4c68d4a61,0
01b4815a-e52e-48fd-b059-92ff59265b7e,0
01bc0b53-160e-4b44-9c11-7b829f5ffa7d,0
01c0603d-4c34-4958-a84e-2f18e18d3666,0
01c09bd4-9490-4916-8145-6850a80d60fe,0
01c67505-74c5-4824-b7d1-66a79bc45493,0
01c88a7c-ce9e-4b7f-b442-5278858c520e,0
01c9705d-2501-41a0-b2df-59062373f1b4,0
01d1fdd6-c76b-41de-a3d5-82b8a07b9363,0
01d422a0-df0c-426a-b6da-c743ec7447b9,0
01db5ffa-d6c7-43aa-9776-01e701394e17,0
01dceac4-8eaa-477e-9302-b4872daaac1d,0
01e1d522-befc-48eb-8c52-a43ab444c7e9,0
01ecf1a9-fe92-428a-98fa-046abba72d58,0
01eddc37-ebe6-453e-b434-8bad075fa5ad,0
01f2c797-d302-4c02-876d-cdc48291285b,0
01f5bca5-05fc-460b-abf8-996b9225b8a8,0
01f6cdc7-3cf0-4582-acd7-7825ea904120,0
02026ea8-68de-468e-9ebd-ff93924fdd22,0
0208710a-a7c9-48e2-a403-8a9f348c4c76,0
020aa64f-9ed4-4042-9619-6eefd9cd7500,0
020d2765-b9ee-410a-b751-0c93b40938d6,0
020daeef-1a53-48ba-8ccd-21cab97a45ee,0
0210b43c-8b74-4130-b2cc-9e1a92ca6e90,0
02200cc4-ee53-4e31-b53d-216883afe376,0
022dfda5-cf91-461d-aceb-d7bc5c1c9199,0
0231ed4a-67f0-4652-bbe2-d85fe3444701,0
0232d749-2a3e-4025-a01a-cc9fd0d2dd57,0
02347473-2e29-491b-b640-bef75a60c0f0,0
023494f6-647a-46a3-a2f8-bb58603b98e2,0
0258efb7-41ec-4def-a43c-ae93041d21a6,0
025d75ec-a947-4e9c-957c-618f85f823e7,0
02626dbc-fe79-448f-aec5-e5df871b81f2,0
026d80aa-0c98-47c1-ba67-e6767d3b30d3,0
0271c4df-6d74-4213-8dfd-8916ef34ae7e,0
02780d0c-9323-4c10-b168-a515b68e52fa,0
027cfa76-86d6-4372-9d90-4cb02b14f903,0
0284117d-c49d-463b-9751-7cbdde4029e2,0
028af501-a6f4-4240-b191-2742e64085ff,0
02959ebe-a206-4080-86cb-da64514c5e32,0
0296111a-f07d-4b46-a05f-93084d58fda9,0
02a0af79-1da3-4680-99f7-86402b487952,0
02a92d64-86d1-4d33-81a1-562380aab50c,0
02aa81d3-0fa5-4f0f-b003-476622a56076,0
02b45260-9ad8-488d-8505-18c83a453d4b,0
02bbc0bc-92ef-4b4b-91d5-3221e2fb6ffd,0
02c1f6a0-a380-4455-aa2c-0f4895356c12,0
02c458bb-5248-4671-96b1-e06579d2c5ba,0
02c57b55-b759-4552-8d15-8ce012464bb8,0
02c5f432-fcb1-4c0a-a4b3-a49edb10b1a0,0
02c65ab0-69a8-41c7-9e84-71e47371cda2,0
02ca60c5-22e4-4716-9222-085ccac75cf0,0
02d5659b-4b97-4a8b-8d90-f92803913693,0
02e21f63-6422-49e5-a5ca-45c3b10a43df,0
02ee61a4-76c6-47a5-bc94-10480dc0c9d3,0
02f003c8-b72b-4d6f-9f1d-a37c42f519d4,0
02f76a8d-07f5-499d-9aad-66de3374d4c2,0
02f876b8-3b44-44a4-b9a3-5f0e3be5f333,0
02f9ae52-6e6a-4d10-a149-3bdcda317f70,0
02fda878-490e-400f-a0c0-bf2eef2309b4,0
03067a26-6a40-4d1f-9ffe-8fa62568b34d,0
030bcf59-57a3-4b9f-a214-12fe4be21f66,0
0313a558-0cca-46d5-907e-dc8495fcb119,0
0316ca88-9299-4412-a2ba-03531a7af814,0
031a6459-c3b3-4c76-bb99-356a2d5a2494,0
