id,target
00016152-de40-49ac-b6e4-c5b75dc0fdf6,0
00047bda-ef4b-449b-be80-8be3ca2f7098,0
0006989a-e6ce-486d-ba9d-f8d64ba47c66,1
00078ea1-f3dc-4788-96fa-2bc19f2bc73e,1
00096f7d-def7-431d-9627-af690217c697,0
000979c7-e3ef-41ce-a454-fc3409c6c250,0
0009a0e1-99ff-4b08-af3d-7911dfcf1acf,0
000a49d7-5141-4b27-abba-7fbb55085960,0
000d6f12-674f-4612-8206-a830a38fea53,1
000df31e-b170-443d-a03e-44b346476773,0
00155032-862d-42fa-a60d-1d645a1b2abc,0
0018dee0-1fee-4c4c-8589-54c7be8f9d32,0
001b9ac3-cdf4-4e2d-81c9-b2f46a5a6deb,0
001fd1d0-286e-41ad-8fec-92af6598820b,0
0023149c-1045-4020-ab79-a5dc83162ede,0
002383af-d0f7-4c9e-87f8-a53bf0afb7e1,0
00290c16-d978-433d-8a23-7be2a35f3964,0
0029a0e1-a56f-4547-a3c6-453242c79e7e,0
0029bbdd-1807-4258-8f22-468fce8bc165,0
002b4c45-03e5-4d0c-b325-0af1540f1465,0
002ccd51-09b4-4ec8-b8f9-ebff69b7f965,0
002ec2c8-588f-4cec-adda-2f1d86f8cbcb,1
002f947a-733f-4773-82d1-9c14bb14ddb1,1
00320a3c-d9d2-4771-9635-373d2eaa95dc,0
0036b474-a4d4-49d9-8e5c-55cb36cec92f,0
0040f14d-68c9-4d7d-83c0-65cd0486549a,1
00414761-91ee-4ed6-abe2-21ba0205b5a9,0
00423713-f7d9-449b-97c7-3ac669641886,0
0044e3d6-3da5-4468-afa8-4d37943799e0,1
0045317b-2b66-4a0e-b0aa-24364739ae3a,0
004697e8-41c5-4829-9558-2eaded8aa9ae,1
0048257c-2fc4-4164-9185-6a115487428c,1
00496069-5aaf-4ecd-916a-d09185e4f02a,0
004b68b4-8a5e-4942-b864-ce24dca9553f,1
00501565-60ce-430a-b4a4-110f3cea6624,0
0057c810-c27d-4266-bba3-3eaa05a48353,0
0057f927-b6c1-4a46-a9dc-b98a8712063f,0
005ed057-0c1a-40d5-bb88-fb1e1060ea0f,0
005ed68a-7bf4-49a0-a8bf-3c59aeb58f52,0
005fbb46-72e8-481f-9b93-0bf3cab19a76,0
0061c0fc-3837-4430-80ef-1559f1a9f366,0
00621c6b-3636-4cc3-9f26-d8697c478c5d,0
0067058f-7103-4ab2-b1ad-6fdc18f7db3e,0
0068f851-e244-4861-b8bb-2fbe98b6d708,1
006af5e9-6820-41eb-839e-60301cd47165,0
006c5aaf-3c13-4498-ad24-decc7f6974a8,0
0071300e-a6fd-4c59-86f1-01c18ca1c29f,1
00724bcb-c1ed-4e6b-b843-7a33a60d1fc0,0
0075bdea-bd0b-4110-8663-53ba611ab1c8,0
007a676a-87c3-4617-9524-6c7cf4d3c49d,1
0081da98-909e-49e7-bf25-8275aba45e45,0
0082513d-5a36-4bd0-86ac-37220ea35d95,1
00867eb0-a39b-45d1-ba29-d452b40ab658,1
008b58c1-2aea-4359-b196-7a814a98035f,0
008b961a-54bc-4440-8816-4d2cf2e76ebf,1
0090d165-4d9d-45b3-bbf0-eb56289b77cd,1
0090d7dd-4355-40a5-9141-8806f8e4615c,0
009418dd-f78d-4e71-9e81-c986ba87bf41,1
009c4772-dcf8-4803-b042-03d591e71420,1
009e06db-2678-43b2-96e6-3a1787025841,0
009f89ff-31cd-4567-81c2-0fa00055c091,0
00a0307a-dd6b-4e07-b175-7140c19221f6,1
00a54868-76c5-4ea1-af58-7ed2f65118d0,0
00acba08-4e9d-461f-9af8-72768b08c926,1
00ad1485-f1b8-43a7-aa24-51694bcbd489,0
00ad355d-1c75-44cd-aee7-54160c21334c,1
00ad5568-0d1c-4f3a-9be8-3008308ed25c,1
00b488af-0784-468a-8989-bcb9ff2cc320,0
00b6e58f-6801-4509-8575-1020391f3df0,1
00bb66c4-7036-47b3-a1a1-f69d8ad9d6a1,0
00bc9162-47e8-454b-a8a2-3bd5462fd766,0
00bf36a0-b7e2-4e0e-a14c-f844d5a077a1,0
00bf625a-f9ec-4cdd-a844-3e9f1c34eea4,1
00c75e3c-40ff-4c24-b1c0-ec4e2c37f2fa,0
00c8f06a-5097-40be-a037-e69abc29ea89,1
00c9fecb-a99c-4da3-b5d5-adb48129dbcb,0
00cc8805-b804-415b-84c3-71d5b159a73d,0
00d0755c-604e-4cd6-9555-51ae1fdd1f59,0
00d5f9f9-df6c-4ad7-ac86-23202fdb851f,1
00d677c7-2588-497d-92ad-daa942d1bf7e,0
00d7ff25-52a1-4cf0-91a7-c6d1c62f8d2e,0
00d9237d-c403-416b-83e1-03692b262e28,1
00da8528-08cd-4ed0-afe9-77f9004bcacc,0
00df81c0-b8f3-4926-a153-6e3f83df1d2f,1
00e090d1-daeb-46fa-9377-cd7112c9264b,1
00e3bcec-1e8c-40dd-a3a7-da2c4df1819f,0
00e4b247-72d1-49a0-82d3-9820cca76a13,0
00e99cf8-bb13-4f17-821b-ba15f150576f,0
00ec1a55-e335-40e9-a944-08d8d8b6abac,0
00ed52b7-78a8-4756-bf2c-7dad17678455,0
00edc31a-68f9-49fe-b980-27be5b5851f8,1
00f05701-840f-4032-8d77-5a7028ea4c78,0
00f0dcb4-88f7-4132-8a8c-aae2f68c58e6,1
00f3447b-78c0-4678-bdad-cd7ca249b948,0
00f361b1-168a-47d9-99cb-68c5156db443,0
00f36da5-3550-4043-adf8-a78f0d015421,1
00f3ac87-7fd7-461f-994d-e6c619c3f9ce,0
00f40730-4bf5-4b0c-8148-bb3620f94294,0
00f47737-add1-442a-bd3d-21f375b17fcb,0
00fa918e-c092-4509-9627-415249d76c94,0
00fdea1a-7ea4-4d14-8f0f-abafa1c976d5,0
0101e71f-9e24-4bfe-9e51-bc3d83109ff6,0
0106b1fd-dede-4d7d-8016-2c6e23aa1d51,1
01078739-ec49-4d6f-a7e0-391fa3a8201d,1
0107f097-4798-441a-91af-edee7d1fdd65,0
0112974a-df5e-4eab-a161-9cc28d4163e7,1
0119eac0-7690-43f5-bf46-36674ad27c8d,0
011abdbc-2e4d-45d8-9372-bf3f976bcd3a,0
011cf055-dac9-421e-ba85-11cd6f0e4e56,0
0120a341-a8e1-412d-994f-49cb997c3205,0
01242c8a-c751-46c9-88c2-b79338ccfa92,1
01257d30-a539-4229-96fe-a5b296eeee4b,0
01285c75-86a0-4dd7-8cde-788f84c1a6cb,0
012a8d12-5750-4998-b708-75497b79d350,0
0131e114-a4da-43d1-9865-719712c18ba9,0
01356077-044c-4878-8d58-393395183a65,0
013a4eb1-3048-470e-9e57-bc1426d44257,0
013db3b8-dc2d-4a2f-9c1f-72dcc1de7ff6,1
013ef665-cd00-41aa-99da-e5a86118188b,1
013f3143-321d-492d-bbcd-adc6922c1936,0
013f4225-3c49-4e15-9bcf-4df6e15edb73,0
013fb047-1734-46fb-a50b-567ce9a16bdc,0
01409af0-8f8c-4a60-978b-6d245275c4fe,0
014c6bd2-5965-413a-bf95-4849a1bdf2d6,0
014cb9c0-832b-4272-a90d-d4a74a32a7eb,1
014e427b-fcfa-4124-8331-9a90902c517d,1
014ef0a7-33a1-4624-bfb0-63c7c48d3f4e,0
014fc9a2-6a54-4e30-9fbc-2b921c205b65,0
015321c3-cc28-4d25-9c1a-4474100d760c,0
01539b71-a9a5-40d1-a0ac-18444c9633e6,1
01565624-4a27-4503-9bcb-13f01d27fe35,1
0158f13a-2404-4f31-8b6d-1ec35b6856b2,0
01596e1d-f71b-4d81-8f3d-46e2339a404c,0
015c3b36-6cbb-4be5-8bb5-f0b1e80f3a97,0
015cb02d-5794-41b3-81ae-48c6ec4d9181,0
0161a720-ffc1-45cf-a9cc-2c9c6b7e6c88,0
01645177-2202-44b4-b6df-d92b79d30f1d,0
016479e3-a757-44d5-9d6f-c8306a72e8e2,0
01656d5f-b513-4660-af2a-ac114191b1be,0
016a428d-3d8f-463f-89d0-698d23c95ffa,0
016bfb54-8f1d-4e4c-ab60-373509462ee6,0
016fd5d9-cfcc-47f0-bd38-535123e446a6,1
01714209-56fa-43f4-8614-df87f4a824ba,0
